"";"no_razao";"raiz";"Total_por_raiz"
"11041";"KANNAD COMERCIO DE ROUPA DE CAXIAS LTDA";12431819;18,04
"11042";"POTENCIAL ELETROTECNICA - EIRELI";28049831;18
"11043";"GAIVE'S DE PETROPOLIS VEICULOS LTDA";5070017;17,95
"11044";"JAS INDUSTRIA E COMERCIO S/A";62440235;17,94
"11045";"CASA COSTA DAS TINTAS LTDA";30246615;17,87
"11046";"P & A 2011 COMERCIO DE PECAS E ACESSORIOS PARA VEICULOS LTDA ME";14302022;17,79
"11047";"ESPACO PET COMERCIO DE RACOES LTDA";23687389;17,7
"11048";"DIGILINK COM DE ELETRO ELETRONICOS LTDA";8328931;17,58
"11049";"J+H BARON COMERCIO DE AUTOMOVEIS LTDA";7307476;17,49
"11050";"DROGARIA PIMENTEL GONCALENSE LTDA";8071421;17,38
"11051";"BARCELOS & ALMEIDA DIVS,FORROS,PISOS E MOVEIS ESCRITORIO LTDA-ME";7199213;17,37
"11052";"CALTEX RIO VEICULOS LTDA";12104599;17,28
"11053";"LOCAL SHORTS CONFECCAO E COMERCIO LTDA";1126591;17,05
"11054";"TRINCA NAUTICA LTDA";39128012;17,02
"11055";"M R MULTIMARCAS COMERCIO DE VEICULOS EIRELI-ME";28098140;17
"11056";"POSTO IATE CABO FRIO LTDA";5896244;17
"11057";"M A R DOS SANTOS CONFECCOES ME";29283546;16,75
"11058";"REAL ATACADAO DE FLORES E PLANTAS DO CADEG LTDA";1775414;16,56
"11059";"UNION VEICULOS E PECAS EIRELI";7910159;16,5
"11060";"MINAS LAGOS BAR E RESTAURANTE LTDA-ME";17781609;16,43
"11061";"MATAGAL AUTO POSTO LTDA";35916675;16,4
"11062";"POSTO DE LUBRIFICACAO COMODORO LTDA";33517491;16,38
"11063";"COPRERJ COOP CONS GEN HIG PES LIMP PROP VEND PROD FARM EST RJ";21551464;16,01
"11064";"TECHNOGYM FABRICACAO DE EQUIPAMENTOS DE GINASTICA LTDA";13035533;15,62
"11065";"SUL-GAS COMERCIO DE COMBUSTIVEIS LTDA";39194238;15,6
"11066";"TOP SET AUTO POSTO LTDA";28346559;15,59
"11067";"A T M BARTOLOTE COSTA LANCHES LTDA ME";14573096;15,45
"11068";"VPLN BLUE IMPORTACAO E EXPORTACAO DE PRODUTOS LTDA EPP";11513123;15,42
"11069";"WORK FORCE INDUSTRIA E COMERCIO DE MALHAS LTDA";32121428;15,31
"11070";"IMPORGRAFE INDUSTRIA DE PORTAS E GRADES DE FERRO LTDA";33245291;15,26
"11071";"INTERSUN COMERCIO E EXPORTACAO LTDA";2001537;15,2
"11072";"MONICHELE COMERCIO DE OLEOS AUTOMOTIVOS LTDA";9232669;15,2
"11073";"ALIANCA PACK COMERCIO E INDUSTRIA LTDA";3066401;15,1
"11074";"AUTO POSTO ENCRUZO DA ENSEADA LTDA";3340868;14,85
"11075";"RDLINE LOGISTICA LTDA-EPP";18044649;14,83
"11076";"SERVENGE ENGENHARIA LTDA";32089724;14,78
"11077";"JCF INDUSTRIA E COMERCIO LTDA";62014808;14,74
"11078";"AUTO POSTO CIDADE DO PORTO LTDA";6296288;14,69
"11079";"STUDIO TATY FERNANDES SALAO DE BELEZA EIRELI - ME";22863083;14,4
"11080";"PANIFICACAO CONFEITARIA LANCHONETE SEGOVIA LTDA";42361105;14,31
"11081";"MADELEINE SPA SALAO E CAFE LTDA ME";21107070;14,25
"11082";"AGRO COMERCIAL CECCARELLI IMPORTACAO EXPORTACAO LTDA";56165277;14,22
"11083";"TRANSPORTADORA MINAS BRASIL LTDA-ME";16578597;14,16
"11084";"DAVIDROS FABRICACAO DE ARTIGOS DE VIDRO LTDA-ME";3721564;14,02
"11085";"FENIX LAGOS CONSTRUCAO E MINERACAO LTDA ME";623374;14
"11086";"PODIUM GLOBAL SPORTS LOGISTICS S A";14853880;14
"11087";"POSTO VIRADOURO LTDA";30083943;14
"11088";"BAZAR M & B ARTIGOS DE VESTUARIO E PAPELARIA LTDA";20883843;13,96
"11089";"OSAKA TRANSPORTES LTDA";74443623;13,91
"11090";"BARCELLOS 2001 COMERCIO E REPRESENTACAO DE PRODUTOS ALIMENTICIOS";4778235;13,7
"11091";"PREDLINK REDE DE TELECOMUNICACOES LTDA";5980171;13,65
"11092";"DROGARIA DIAS DA PEDRA LTDA-EPP";16983539;13,57
"11093";"WA OBRAS E COMERCIO LTDA";27713700;13,57
"11094";"GEHR INTERNATIONAL E CIA LTDA";32302143;13,56
"11095";"GRACA FILMES PRODUTORA E DISTR LTDA";11292373;13,52
"11096";"IMC SASTE-CONSTRUCOES, SERVICOS E COMERCIO LTDA";67706853;13,32
"11097";"CENTERLAB RJ COMERCIO E DISTRIBUICAO DE MATERIAL OPTICO LTDA";12891712;13,3
"11098";"GWF SISTEMAS INDUSTRIAIS EIRELI EPP";13311761;13,12
"11099";"POSTO DE GASOLINA 6 DE MAIO LTDA";8963963;13
"11100";"UP VEICULOS EIRELI";24435113;13
"11101";"POSTO CONFIANCA - EIRELI";30086193;12,89
"11102";"VR AUTO PECAS 2017 LTDA";28455745;12,85
"11103";"PET SHOP CACHAMBI LTDA";11368670;12,81
"11104";"SOLSTAD OFFSHORE LTDA";10708419;12,75
"11105";"R D J BAZAR E UTILIDADES LTDA EPP";31432214;12,6
"11106";"BAR E BOTEQUIM ESPETTO AMERICAS LTDA ME";20141059;12,57
"11107";"TRANSPO EXPRESS TRANSPORTE E LOGISTICA LTDA";71698476;12,57
"11108";"ALVES FOGOES CONSERTOS DE ELETR LTDA ME";8139820;12,54
"11109";"LUCIANO DE SOUZA";13020818;12,5
"11110";"F M J ACESSORIOS DE ESQUADRIA DE ALUMINIO LTDA ME";3880209;12,34
"11111";"POSTO DE GASOLINA BOA FE LTDA";34087908;12,21
"11112";"CAMINHO DO OURO DE PARATY AUTO POSTO LTDA";9246684;12,16
"11113";"RAQUEL INDUSTRIA E COMERCIO LTDA";29215670;12,08
"11114";"INC RESEARCH BR SERVICOS DE PESQUISAS CLINICAS LTDA";7482478;12
"11115";"POSTO CARESTIATO DE FRIBURGO LTDA";701679;11,99
"11116";"POSTO DE SERVICO ERTHAL LTDA";28560712;11,78
"11117";"BAR E RESTAURANTE BRAMAR LTDA";40344061;11,71
"11118";"MERCADO MOIMENTA DA BEIRA LTDA EPP";2320007;11,6
"11119";"SEGAFREDO ZANETTI ( BRASIL ) COMERCIALIZACAO E DISTR DE CAFE SA";65126039;11,6
"11120";"R2D2 COMERCIO DE MODAS EIRELI EPP";11382368;11,58
"11121";"SANTOS BARROS MERCADO E ACOUGUE LTDA";18241663;11,58
"11122";"J P USINAGEM INDUSTRIA COMERCIO E SERVICOS LTDA";2999489;11,57
"11123";"PLANETA DO GOL COMERCIO E CONFECCAO DE ROUPAS LTDA ME";11549239;11,57
"11124";"POSTO CIDADE DAS ROSAS LTDA";32466815;11,43
"11125";"W J O F ANDRADE";12345579;11,39
"11126";"POSTO DE ABASTECIMENTO SATAMINI LTDA";8203854;11,3
"11127";"COMUNIDADE BOM PASTOR";31510803;11,16
"11128";"BRILHO NATURAL - INDUSTRIA E COMERCIO DE SANEANTES LTDA";17302964;11,09
"11129";"MEGA STAR MAQUINAS DE COSTURA LTDA";5309317;11,04
"11130";"AUTO POSTO DO TRABALHO ITAGUAI II LTDA";24314792;11,02
"11131";"CJR VEICULOS LTDA";73792624;11
"11132";"IT CEM POR CENTO INDUSTRIA E COMERCIO DE CONFECCOES LTDA";8816222;10,98
"11133";"MIRANDRE PISOS E LOUCAS LTDA ME";8971891;10,98
"11134";"FTP COMERCIO E IMPORTACAO DE VINHOS E PRODUTOS ALIMENTICIOS LTDA";9035006;10,82
"11135";"J BARBOZA & COELHO LTDA";30612436;10,75
"11136";"HOTEL DEBRET LTDA";34109652;10,66
"11137";"ACOUGUE MERCEARIA E LANCHONETE SAO MIGUEL DO VILAR LTDA-EPP";255235;10,6
"11138";"J B FRANKLIN LTDA";4713396;10,2
"11139";"AUTO POSTO VANCOUVER LTDA";865239;10,17
"11140";"RGB RESTAURANTES LTDA";62505847;10,17
"11141";"TRADELINK COMERCIAL IMPORTADORA E EXPORTADORA LTDA";21639202;10,06
"11142";"PIMACO AUTOADESIVOS LTDA";33011578;7,49
"11143";"TELLERINA COMERCIO DE PRESENTES E ARTIGOS PARA DECORACAO S/A";84453844;7,48000000000093
"11144";"UNIVERSO DISTRIBUIDORAS DE PECAS SOM E ACESS AUTOMOTIVOS";5513926;7,02
"11145";"POSTO DE SERVICO BRIGADEIRO LIMA E SILVA LTDA";5362319;4,53
"11146";"ILUKA BRASIL MINERACAO LTDA";12856277;4,2
"11147";"THULE BRASIL DISTRIBUIDORA LTDA";12527670;1,78
"11148";"AUTO CLASS COMERCIO E CONSIGNACAO DE VEICULOS LTDA";31350010;0,5
"11149";"OXIACO COMERCIO, REPRESENTACAO E TRANSPORTE DE GASES LTDA";12071533;0,01
"11150";"REAL EXPRESSO LTDA";25634551;0,01
"11151";"TRANSVIP TRANSPORTE DE VALORES E VIGILANCIA PATRIMONIAL LTDA";2445414;0,01
"11152";"A ORIGINAL DE TERESOPOLIS FARMACIA LTDA EPP";2534631;0
"11153";"ACO FORTE DE MERITI INDUSTRIA METALURGICA E LOGISTICA LTDA";29622057;0
"11154";"ACOKORTE IND METALURCIA E COMERCIO LTDA";66081894;0
"11155";"ACTAVIS FARMACEUTICA LTDA";33150764;0
"11156";"AD MEDICAL COMERCIO DE MATERIAL MEDICO HOSPITALAR LTDA";7153859;0
"11157";"AGIFLEX TRANSPORTES DE CARGAS LTDA - EPP";10520551;0
"11158";"AGIS EQUIPAMENTOS E SERVICOS DE INFORMATICA LTDA";68993641;0
"11159";"AGRO COMERCIAL DELORENZI LTDA";72347321;0
"11160";"AGRO COMERCIAL RODRIGUES LTDA";13170488;0
"11161";"AIR BP BRASIL LTDA";4454790;0
"11162";"ALCATEIA DISTRIBUIDORA LTDA";4570097;0
"11163";"ALIANCA S/A INDUSTRIA NAVAL E EMPRESA DE NAVEGACAO";33055732;0
"11164";"ALL NATIONS COMERCIO EXTERIOR S A";70112;0
"11165";"ALLIER TECNOLOGIA LTDA";6002970;0
"11166";"ALTERDATA COMER E DISTRIBUID DE SISTEM E PROD DE INFORM LTDA";3282458;0
"11167";"AMADEUS RESTAURANTE E PIZZARIA LTDA";7276427;0
"11168";"AMC COMERCIO DE AUTOMOVEIS LTDA EPP";13285430;0
"11169";"AMCS VEICULOS LTDA";22490980;0
"11170";"ANA SANTOS ALIMENTOS COMERCIO ATACADISTA IMPORT EXPORT LTDA";10140618;0
"11171";"APL DO BRASIL LTDA";3181209;0
"11172";"APOIO DISTRIBUIDORA AGRICOLA LTDA";1803846;0
"11173";"AQUARIUS BRASIL INDUSTRIA E COMERCIO LTDA";18341944;0
"11174";"ARIADNA ARTEFATOS DE CIMENTO EIRELI";10563387;0
"11175";"ARMAPLAST LOGISTICA E TRANSPORTE LTDA";8036202;0
"11176";"ARR SANTOS BAR E RESTAURANTE LTDA-ME";14444753;0
"11177";"ASSUT EUROPE LATINO AMERICA IMPORTACAO E EXPORTACAO LTDA";7032636;0
"11178";"ATID COMERCIO DE JOIAS E RELOGIOS LTDA";9560801;0
"11179";"ATIV COMERCIO DE ALIMENTOS LTDA";9176640;0
"11180";"AUTO ITALIA PETROPOLIS LTDA";20617240;0
"11181";"AUTOPAX AUTOMOVEIS E SERVICOS LTDA ME";10207146;0
"11182";"AVINU COMERCIO DE JOIAS LTDA";18492343;0
"11183";"B R L DISTRIBUIDORA DE VACINAS LTDA";28625531;0
"11184";"BALADO VEICULOS LTDA";17839669;0
"11185";"BAR BACANA DO LEBLON LTDA";23856662;0
"11186";"BAR E RESTAURANTE 7 APOSTOLOS LTDA";7223275;0
"11187";"BARRAMARIS COMERCIO DE CARNES LTDA";31389984;0
"11188";"BARRINHAS COMERCIO E IMPORTACAO DE BEBIDAS E CEREAIS LTDA";36167492;0
"11189";"BARUDAN DO BRASIL COMERCIO E INDUSTRIA LTDA";40375636;0
"11190";"BCH ENERGY DO BRASIL SERVICOS DE PETROLEO LTDA";7989725;0
"11191";"BESSA COMERCIO DE BIJUTERIAS LTDA - ME";20664642;0
"11192";"BG E & P BRASIL LTDA";2681185;0
"11193";"BILI BALI SUCOS LTDA";4332769;0
"11194";"BLAU BLAU 12 LANCHONETE E SUCOS LTDA";17089577;0
"11195";"BOTELHO E VIEIRA ARMAZEM ANGRA - EIRELI - ME";7751544;0
"11196";"BRAMEX COMERCIO E SERVICOS LTDA";7173309;0
"11197";"BRASFISH INDUSTRIA E COMERCIO EIRELI";29002086;0
"11198";"BRASIPACK INDUSTRIA E COMERCIO DE EMBALAGENS LTDA";19454803;0
"11199";"BRAVEL 2001 VEICULOS LTDA";2692074;0
"11200";"BRISA ONIBUS S/A";5438013;0
"11201";"BROKERS ALIMENTOS LTDA";22250503;0
"11202";"BTHEC AGRONEGOCIOS E PRODUTOS AGRICOLAS LTDA";7573403;0
"11203";"C D V E T DISTRIBUIDORA LTDA ME";15278622;0
"11204";"C M CIRURGICA INDUSTRIA E COMERCIO LTDA";3161745;0
"11205";"C M INDUSTRIA E COMERCIO LTDA";27798545;0
"11206";"CAFES FINOS LTDA";33056292;0
"11207";"CAMARO DA SERRA INDUSTRIA E COMERCIO LTDA";10709542;0
"11208";"CAR NEW'S COMERCIO DE VEICULOS LTDA";8169512;0
"11209";"CARBOGRAFITE EQUIPAMENTOS INDUSTRIAIS LTDA";36427615;0
"11210";"CARDIOVENT COMERCIO E SERVICOS LTDA EPP";22244418;0
"11211";"CASA BARBINOTTO INDUSTRIA E COMERCIO DE BEBIDAS LTDA";10296814;0
"11212";"CASA BUGRE RIO SEMENTES COMERCIO E REPRESENTACOES LTDA";9632058;0
"11213";"CATEDRAL LANCHES LTDA";17425892;0
"11214";"CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS";1180;0
"11215";"CERAMICA ARGIBEM LTDA EPP";31142292;0
"11216";"CERAMICA PORTO VELHO LTDA";32287575;0
"11217";"CEREALISTA AMAZONAS EIRELI";5406146;0
"11218";"CFK COMERCIO DE ALIMENTOS LTDA";8281783;0
"11219";"CHADE 2004 COMERCIO E SERVICOS LTDA";7120823;0
"11220";"CHALLENGE 2003 MOTORS AUTOMOVEIS LTDA";6026106;0
"11221";"CHD IMPORTACAO E DISTRIBUICAO DE INFORMATICA EIRELI";13332179;0
"11222";"CHEVRON BRASIL OLEOS BASICOS LIMITADA";4494968;0
"11223";"CHRISTAL COMPANY IMPORTACAO E EXPORTACAO LTDA ME";8717004;0
"11224";"CHURRASCARIA AMIGOS DO SUL LTDA";1185590;0
"11225";"CICLO LOGISTICA LTDA";13393220;0
"11226";"CIRTEL METAIS COMERCIO DE METAIS LTDA";32235848;0
"11227";"CK AMORIM COMERCIO DE ARTEFATOS DE METAIS LTDA";2521077;0
"11228";"CMBA INDUSTRIA MECANICA LTDA";3222201;0
"11229";"CMS - CENTRAL DE MANIPULACAO E SERVICOS FARMACEUTICOS LTDA";10479522;0
"11230";"COMERCIAL 421 LTDA";4000620;0
"11231";"COMERCIAL AGRICOLA LUZ DIVINA LTDA";7194622;0
"11232";"COMERCIAL AGRICOLA PILAR DO SUL LTDA";72817;0
"11233";"COMERCIAL LUCHELLE LTDA";2542998;0
"11234";"COMERCIO J J IRMAOS LTDA ME";31978927;0
"11235";"COMPANHIA BRASILEIRA DE ALUMINIO";61409892;0
"11236";"COMPETI AUTOMOVEIS LTDA";31951429;0
"11237";"COMPOSITE TECHNOLOGY DO BRASIL SERVICOS DE REPAROS EM PAS DE HEL";3810068;0
"11238";"CONDUZCAR - VEICULOS, PECAS E ACESSORIOS LTDA";9280469;0
"11239";"CONGELADOS DA SONIA LTDA";36157576;0
"11240";"CONSORCIO CCPN";16694592;0
"11241";"CONTEVIX COMERCIO E SERVICOS LTDA";8094471;0
"11242";"COOPERATIVA AGRICOLA DE CAPACITACAO E GERACAO DE RENDA DA MICRO";13653360;0
"11243";"COOPERATIVA MOT ITAGUAIENSE DE TAXI LTDA COOMIT";36061646;0
"11244";"CORMAQ COMERCIO DE PIGMENTOS LTDA";737075;0
"11245";"COSTA MATA ENTREPOSTO DE PESCADOS LTDA EPP";20165373;0
"11246";"COSTA VERDE TERRAPLENAGEM LTDA";11493966;0
"11247";"CROMO LIFE DISTRIBUIDORA DE MATERIAIS HOSPITALARES LTDA";8299064;0
"11248";"CRR CENTRO DE RECICLAGEM RIO LTDA";3802753;0
"11249";"D CENTER DISTRIBUIDORA LTDA";5651966;0
"11250";"DAS DUAS PRODUCOES E EDICOES ARTISTICAS LTDA";6985344;0
"11251";"DELTA MONTAGEM DE PAINEIS ELETRICOS LTDA";15627366;0
"11252";"DELTA PRODUTOS E SERVICOS LTDA";11676271;0
"11253";"DENMAR LOGISTICA E TRANSPORTES LTDA";7805442;0
"11254";"DGRA NEL TRANSPORTES E COMERCIO LTDA";22447684;0
"11255";"DI LUA COMERCIO DE PESCADOS LTDA";11077194;0
"11256";"DIAMOND CAR VEICULOS EIRELI";15384981;0
"11257";"DIRECIONAL TRANSPORTE E LOGISTICA S A";8219203;0
"11258";"DMO DISTRIBUIDORA DE MATERIAIS ORTOPEDICOS LTDA";68643105;0
"11259";"DROGARIA DO ALTO DE TERESOPOLIS LTDA";13358176;0
"11260";"DROGARIA LAGUNA DE SAO PEDRO LTDA";3614306;0
"11261";"DROGARIA OLIVEIRA DA BARAO LTDA";23742382;0
"11262";"DROGARIA OLIVEIRA DA JOAO PESSOA EIRELI ME";28505296;0
"11263";"DROGARIA SILVEIRA PELINCA LTDA - ME";18836377;0
"11264";"DUBAI 10 EMPRESA DE ALIMENTOS EIRELI";11276823;0
"11265";"DUDA DAMEWER INDUSTRIA DE ARTEFATOS PARA CONSTRUCAO CIVIL LTDA";7049980;0
"11266";"DUFRY DO BRASIL DUTY FREE SHOP LTDA";27197888;0
"11267";"ECO EMPRESA DE CONSULTORIA E ORGANIZACAO EM SISTEMAS E EDITORACA";39185269;0
"11268";"EDEN BIJOUX LTDA";2480212;0
"11269";"EDWI INDUSTRIA ELETRONICA LTDA EPP";8980327;0
"11270";"EMPRESA DE MINERACAO PENA BRANCA LTDA";33281635;0
"11271";"EMPRESA DE NAVEGACAO ELCANO S/A";4616210;0
"11272";"EMPRESA DE RESTAURANTES URICH LTDA";27696384;0
"11273";"ENDO CARDIO COMERCIO DE MATERIAL HOSPITALAR LTDA";6186617;0
"11274";"ENDO SCIENTIFIC COMERCIO DE MATERIAIS HOSPITALARES EIRELI";12594429;0
"11275";"ENDO SUTURE COMERCIO E REPRESENTAÇÕES LTDA";3720978;0
"11276";"ENGESYSTEMS SISTEMAS DE ARMAZENAGENS LTDA";30932966;0
"11277";"ETERNITY GOLD LTDA";3509927;0
"11278";"EVEREST REFRIGERACAO INDUSTRIA E COMERCIO LTDA";33079641;0
"11279";"EXATA COMERCIO DE MATERIAIS ELETRICOS LTDA";12310970;0
"11280";"EXPRESSO ORIENTE INTERNACIONAL TRASNPORTES RODOVIARIOS LTDA EPP";2728821;0
"11281";"EXPRESSO VERA CRUZ LTDA";24725764;0
"11282";"F A DE ALMEIDA ALIMENTOS PROCESSADOS";19605582;0
"11283";"FABRICA DE TELAS GUARA COMERCIO E INDUSTRIA LTDA";30447486;0
"11284";"FALM 991 COMERCIO DE AUTOMOVEIS EIRELI EPP";10863565;0
"11285";"FANS FRUTAS E LEGUMES LTDA";15279354;0
"11286";"FARMACIA POPULAR DE VIDIGUEIRAS LTDA EPP";36462323;0
"11287";"FAVORITA TRANSPORTES LTDA";1743404;0
"11288";"FEDEX BRASIL LOGISTICA E TRANSPORTE LTDA";10970887;0
"11289";"FERGUS DISTRIBUIDORA DE LEGUMES LTDA";1591900;0
"11290";"FERRAGENS NEGRAO COMERCIAL LTDA";76639285;0
"11291";"FERTRAN TRANSPORTES LTDA";8925365;0
"11292";"FINARGE APOIO MARITIMO LTDA";10383827;0
"11293";"FLEXA DE OURO TRANSPORTES RODOVIARIOS LTDA";42558304;0
"11294";"FOGACHO RESTAURANTE E PIZZARIA LTDA";2799177;0
"11295";"FRADE JAPAO PETROLEO LTDA";3255266;0
"11296";"FREE HOTEL LTDA";36080836;0
"11297";"FRIGOMAIS FRIGORIFICO IND, COM , EXPORT E IMPORT DE ALIM LTDA";19780007;0
"11298";"FRIGORIFICO M COUTO LTDA";13763059;0
"11299";"FRINENSE ALIMENTOS LTDA";7042642;0
"11300";"FRUTAS E LEGUMES RCM LTDA ME";14675866;0
"11301";"FRUTICULA A RIBEIRO LTDA";1702375;0
"11302";"G G PLAZA ALIMENTOS LTDA";6880764;0
"11303";"G7 LOG TRANSPORTES LTDA";14170909;0
"11304";"GALENICA COMERCIO INTERNACIONAL LTDA";28599587;0
"11305";"GBL ALIMENTOS LTDA";11077051;0
"11306";"GE OIL & GAS DO BRASIL LTDA";5635291;0
"11307";"GENEX DISTRIBUIDORA LTDA";2771896;0
"11308";"GERAMAMORE PARTICIPACOES E COMERCIALIZADORA DE ENERGIA LTDA";9625739;0
"11309";"GGT REFEICOES LTDA";16482716;0
"11310";"GIANNINI COMERCIAL DE ALIMENTOS EIRELI";23632038;0
"11311";"GLAXOSMITHKLINE BRASIL PRODUTOS PARA CONSUMO E SAUDE LTDA";21892032;0
"11312";"GO TRANSPORTES LTDA";13248429;0
"11313";"GOLD STORE RELOJOARIA LTDA ME";5973759;0
"11314";"GRAFICA EDITORA RAINHA LESCAL LTDA";33042896;0
"11315";"H L G R DE SOUZA ME";12744608;0
"11316";"HAFA TRANSPORTES E SERVICOS LTDA ME";8248777;0
"11317";"HBSNEWS INFORMATICA LTDA";2086645;0
"11318";"HEALTH MED COMERCIO DE MATERIAL HOSPITALAR LTDA";12113333;0
"11319";"HEART LINE COMERCIO DE MATERIAL HOSPITALAR LTDA";5552524;0
"11320";"HIDRO SISTEMAS CONTRA INCENDIO LTDA";26514499;0
"11321";"HLF SOUZA BASTOS CONFECCAO E COMERCIO DE ROUPAS LTDA";8990717;0
"11322";"HORT FRUT TRINDADE LTDA EPP";20356023;0
"11323";"HOTEL RIO LANCASTER LTDA";20364026;0
"11324";"IBM BRASIL INDUSTRIA MAQUINAS E SERVICOS LTDA";33372251;0
"11325";"ILUMMINA ENGENHARIA E COMERCIO LTDA";13648260;0
"11326";"INARME INDUSTRIA DE ARTEFATOS METALICOS LTDA";32505364;0
"11327";"INDUSTRIA DE BEBIDAS RISSO LTDA";30769483;0
"11328";"INDUSTRIA DE FOGOES GRAMACHO LTDA";9235976;0
"11329";"INDUSTRIA DE TECNOLOGIA JAPERI LTDA";20704093;0
"11330";"INDUSTRIA E COMERCIO DE LATICINIOS IBITIRA LTDA";29802378;0
"11331";"INDUSTRIA E COMERCIO DE PEDRAS JUNDIA LTDA";27934777;0
"11332";"INDUSTRIA FERRAGENS PAGE LTDA";33226432;0
"11333";"INOVA COMERCIO DE AUTOMOVEIS EIRELI ME";32371858;0
"11334";"INOVAX ENGENHARIA DE SISTEMAS LTDA";35774751;0
"11335";"J A M VILLAR COMERCIO DE VEICULOS ME";2438193;0
"11336";"J L E TRANSPORTES LTDA";9150257;0
"11337";"JAGUAR COMERCIO DE IMPORTADOS, IMPORTACAO E EXPORTACAO - EIRELI";17816340;0
"11338";"JAPA VEGAN RESTAURANTE LTDA";23843963;0
"11339";"JF GONCALVES SUPERMERCADO LTDA";23096719;0
"11340";"JJCAR AUTOMOVEIS LTDA ME";6076131;0
"11341";"JMB COMERCIO AGRICOLA LTDA";7998445;0
"11342";"JOALHERIA NITEROI EIRELI";30080725;0
"11343";"JOIAZART LTDA";40410425;0
"11344";"JOSE R DIOGO & CIA LTDA";31728462;0
"11345";"KETLOG INTERNACIONAL AGENCIAMENTO DE CARGAS LTDA";13247991;0
"11346";"KINERET COMERCIO DE JOIAS LTDA";7537091;0
"11347";"L L 8 RELOJOARIA LTDA";12769779;0
"11348";"LABORATORIOS DUPRAT LTDA";32465155;0
"11349";"LABORATORIOS PIERRE FABRE DO BRASIL LTDA";33051491;0
"11350";"LANCER CAR OFICINA MECANICA LTDA";28880441;0
"11351";"LANDH S IND E COM DE ARTIGOS DE CUTELARIA LTDA";29991395;0
"11352";"LEJBUS ARTIGOS PARA PRESENTES LTDA EPP";3975086;0
"11353";"LFD COMMERCE LTDA";11162204;0
"11354";"LIMA MARINHO COMERCIO E REPRESENTACAO LTDA - ME";7861499;0
"11355";"LINCE COSTA VERDE DISTRIBUIDORA DE BEBIDAS LTDA";5644747;0
"11356";"LINE EXPRESS TRANSPORTES E DISTRIBUICAO LTDA";7117576;0
"11357";"LL 11 RELOJOARIA LTDA";18739526;0
"11358";"LL 13 RELOJOARIA LTDA";24513895;0
"11359";"LL 7 RELOJOARIA LTDA";7644376;0
"11360";"LL12 RELOJOARIA LTDA";19964548;0
"11361";"LM LOCACAO DE BENS MOVEIS LTDA EPP";9426491;0
"11362";"LOG SUL LOGISTICA E SERVICOS DE TRANSPORTES LTDA";27816458;0
"11363";"LOPES MOTORS LTDA ME";9085131;0
"11364";"LUNDBECK BRASIL LTDA";4522600;0
"11365";"M CAR 48 VEICULOS LTDA ME";7032252;0
"11366";"M S DE ALMEIDA TRANSPORTES - ME";18674775;0
"11367";"M S MACHADO TRANSPORTES LTDA";30368864;0
"11368";"MADESQUINA COMERCIO DE MADEIRAS LTDA";5823694;0
"11369";"MAR PALACE COPACABANA HOTEL LTDA";5640201;0
"11370";"MARICARRO VEICULOS EIRELI - EPP";1242477;0
"11371";"MC AVENIDA RIO BRANCO COMERCIO DE RELOGIOS LTDA";13961353;0
"11372";"MEDIVAX INDUSTRIA E COMERCIO LTDA";68814961;0
"11373";"MEP PELLEGRINI DO BRASIL GUINDASTES E EQUIP NAVAIS LTDA";13166755;0
"11374";"MERCEARIA DIPLOMATA LTDA";27654565;0
"11375";"METALURGICA PTF LTDA";11963195;0
"11376";"METALURGICA VALENCA INDUSTRIA E COMERCIO LTDA";10560694;0
"11377";"MIGCAR VEICULOS LTDA ME";13871632;0
"11378";"MINERACAO LITORANEA S/A";86800745;0
"11379";"MLF2C BAR E RESTAURANTE LTDA";18856449;0
"11380";"MODULO RIO INDUSTRIA DE EMBALAGENS S/A";10601662;0
"11381";"MOINHO DAS AMERICAS RESTAURANTE E PIZZARIA LTDA";7489357;0
"11382";"MONDIALE IMPORTACAO EXPORTACAO E COMERCIO LTDA";72491376;0
"11383";"MONTANA VIRTUAL COMERCIO DE VEICULOS LTDA ME";7993104;0
"11384";"MONTES VERDES ADMINISTRACAO DE BENS E NEGOCIOS LTDA";24291384;0
"11385";"MOREIRA 1003 CEREAIS LTDA";40168601;0
"11386";"MOTORS13 COMERCIO DE VEICULOS E CONSIGNACAO LTDA";24444661;0
"11387";"MPM COMERCIO DE AUTOMOVEIS LTDA-ME";15572279;0
"11388";"MULICEIRO SERVICOS MARITIMOS LTDA";530957;0
"11389";"MVR VEICULOS LTDA - EPP";10886162;0
"11390";"MVX COMERCIO ELETRONICO LTDA";8215490;0
"11391";"NA BRASA BOTAFOGO ALIMENTACAO LTDA";11564348;0
"11392";"NATAMIL FRIBURGO INDUSTRIA E COMERCIO DE LATICINIOS EIRELI";5951864;0
"11393";"NORTEC QUIMICA S/A";29950060;0
"11394";"NOVA AMERICA BRASA ALIMENTACAO LTDA";10282944;0
"11395";"NOVA DISTRIBUIDORA E INDUSTRIA DE ALIMENTOS SEROPEDICA 42 LTDA";8879982;0
"11396";"NR LOGISTICA LTDA - EPP";12369366;0
"11397";"ORTECH 88 RIO IMPORTACAO E COMERCIO DE MAT MEDICO HOSPITALAR LT";24208917;0
"11398";"ORTHO STORE DISTRIB E REPR DE MATERIAL MEDICO HOSPITALAR LTDA";3737792;0
